key,0
109,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「極性マスタリーV」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「パラドックスシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
自身に「アストラルファイア」もしくは「アンブラルブリザード」と「アンブラルハート」が最大スタック数まで付与された状態で、自身の状態が反対属性に変化すると、ゲージ左側の「パラドックスシンボル」が点灯し、アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「パラドックス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が実行できます。"
110,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ソイルチャージ効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、
ソイルの最大スタック数が3つに増加しました！
ソイルは<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ソリッドバレル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル40で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「デーモンスローター」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>をコンボで実行することに成功すると蓄積し、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「バーストストライク」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル60で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ビートファング」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行すると消費されます。"
111,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ソウルゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ソウル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状況を示す、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ソウルゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
ソウルは特定のウェポンスキル実行時および、アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「シャドウ・オブ・デス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>によって対象に付与される<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「デスデザイン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の効果中に対象を倒すことで蓄積され、
ソウルを消費することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ストークスウェーズ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や、レベル55で修得する
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「シーフスウェーズ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、レベル76で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「グラトニー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>などを実行できます。"
112,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「シュラウドゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「シュラウドゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>と
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「レムールシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました。
シュラウドゲージには“シュラウド”の蓄積状況が表示されます。
シュラウドは特定のウェポンスキル実行時に蓄積され、シュラウドを消費することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「レムールシュラウド」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
113,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「シュラウドゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“シュラウド”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状況を示す、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「シュラウドゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
シュラウドは特定のウェポンスキル実行時に蓄積され、シュラウドを消費することで、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「レムールシュラウド」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
114,"レムール状態の効果時間と<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“レムールソウル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状況を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「レムールシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
レムールソウルを消費することで
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ヴォイドリーパー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル90で修得する
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「コムニオ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>などを実行できます。"
115,"ソウルゲージ"
116,"レムールシンボル"
117,"エウクラシアシンボル"
118,"アダーゲージ"
119,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エウクラシア」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エウクラシアシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました。
エウクラシアを実行すると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ドシス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ディアグノシス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「プログノシス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が強化され、アクションの効果内容が変化します。"
120,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アダーガル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、自身に付与される<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“アダーガル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の付与数を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アダーゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました。
アダーガルは一定時間が経過するたびに付与され、これを消費することで、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ドルオコレ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル50で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ケーラコレ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
121,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アダースティング」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、「アダーゲージ」に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“アダースティング”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました。
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エウクラシア・ディアグノシス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>によって対象に付与したバリアステータスがダメージを吸収して消滅するか、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エウクラシア・プログノシス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>によって自身に付与したバリアステータスがダメージを吸収して消滅するとアダースティングが付与されます。
アダースティングを消費することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「トキシコン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル82で修得する
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「トキシコンII」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
122,"バランスゲージ/マナスタックシンボル"
123,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「魔法剣効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「マナスタックシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるように
なりました。マナスタックは、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エンリポスト」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エンツヴェルクハウ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エンルドゥブルマン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エンムーリネ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を
実行することで付与されます。
マナスタックを最大値まで付与することで、
アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ヴァルフレア」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル70で修得する
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ヴァルホーリー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。
マナスタックは魔法カテゴリのアクションを実行することで消費されます。"
124,"レムールシンボルにはレムール状態の効果時間と<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「レムールソウル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が
表示されます。
レムールソウルを消費することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ヴォイドリーパー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル90で修得する
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「コムニオ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>などを実行できます。"
125,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「双掌打」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“功力”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状態を確認できる
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「象形拳シンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
「双掌打」やレベル30で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「破砕拳」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、レベル50で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「双竜脚」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行すると功力が付与されます。
功力には<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“壱の功力”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“弐の功力”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“参の功力”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>があり、それぞれの功力に対応するウェポンスキルの威力を上昇させることができます。"
126,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「紅の竜血」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、「竜血ゲージ」で<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“紅の竜血”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の効果時間が確認できるようになりました！
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ゲイルスコグル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行して紅の竜血状態となると自身の与ダメージが上昇し、強力なアクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ナーストレンド」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル80で修得する<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「スターダイバー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
127,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ランスマスタリーIII」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「竜眼雷電」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>および<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「竜眼蒼穹」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の実行時に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“天竜眼”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与されるようになりました！
天竜眼を最大値まで付与することで、アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「天竜点睛」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
128,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ポリグロット効果アップII」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、“ポリグロット”の最大スタック数が3つに増加しました！
エノキアンが発動し30秒が経過するごとにアクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ファウル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が実行可能となります。エノキアンの継続時間は、エレメンタルゲージ右下にあるタイマーによって30秒ごとに確認することができます。ファウルが実行可能になるとゲージ下部にある<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>クリスタル（ポリグロット）<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が点灯します。"
129,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アストラルファイア効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“アストラルソウル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>のスタック数を確認できる<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アストラルシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
アストラルソウルはアストラルファイア効果中に「ファイジャ」または「フレア」を実行すると付与され、最大スタック数まで付与された状態になると、強力なアクションである<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「フレアスター」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
130,"アストラルシンボル"
131,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サモン・バハムート効果アップII」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、アクション
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サモン・ソルバハムート」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>により<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ソルバハムート”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を召喚できるようになりました。サモン・ソルバハムート中はトランスゲージに「ソルバハムート」の残り顕現時間が表示されます。
アクション「サモン・ソルバハムート」を実行すると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ルビーの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「トパーズの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エメラルドの神秘」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与されます。
また、サモン・ソルバハムート中は、「ルインガ」が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アンブラルインパルス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に、「トライディザスター」が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アンブラルフレア」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に、さらに「アストラルフロウ」が
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ソルフレア」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>にそれぞれ変化します。"
132,"ペットを召喚すると、ペットごとに対応した<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“エーテル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が自身に付与されます。
トランスゲージには、付与されているエーテルのスタック数と効果時間が表示されます。エーテルが付与されると<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ジェムシャイン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ジェムブリリアンス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の性能が
変化します。
さらに、レベル86で特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「エレメントマスタリー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得すると、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「アストラルフロウ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>がエーテルに応じたアクションに変化します。"
133,"ヴァイパーシンボル"
134,"霊力ゲージ"
135,"アクションのコンボ状況を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ヴァイパーシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されました！
ヴァイパーは<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「壱の牙【咬創】」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>と<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「壱の牙【穿裂】」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>のように2つのアクションのうち、いずれか1つのアクションを実行し、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「壱の牙」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「弐の牙」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「参の牙」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>とコンボを繋げて戦います。

「参の牙」には複数の種類があり、いずれかの「参の牙」を実行すると、異なる「参の牙」にダメージ上昇効果が付与されます。
効果が付与された「参の牙」を実行するためには、特定のコンボルートでコンボを成功させる必要があります。

「ヴァイパーシンボル」の<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>刀身の強調表現<UIGlow>01</UIGlow><UIForeground>01</UIForeground>は、ホットバー上のコンボアクションの強調表現と対応しているため、刀身の明滅に従ってアクションを実行していくと、ボーナスが付与された「参の牙」のコンボルートへ繋げることができます。"
136,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「飛蛇の魂」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、「ヴァイパーシンボル」に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“飛蛇の魂”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
飛蛇の魂は特定のアクションを実行すると最大2つまで蓄積し、これを消費して
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「飛蛇の尾」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行することができます。"
137,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「飛蛇の魂効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“飛蛇の魂”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の最大スタック数が3つに増加しました！
飛蛇の魂は特定のアクションを実行すると付与され、これを消費して<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「飛蛇の尾」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行することができます。"
138,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「祖霊の魂」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「霊力ゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
霊力ゲージは特定のウェポンスキルでコンボを成功させると蓄積していき、一定の霊力ゲージを消費して<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「祖霊降ろし」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。
「祖霊降ろし」効果中は自身に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“霊力”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与され、霊力を消費して「祖霊降ろし」状態専用のウェポンスキルを実行することができます。"
139,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「祖霊の魂効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、「霊力ゲージ」の<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“霊力”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の最大スタック数が5つに増加しました！
霊力ゲージは特定のウェポンスキルでコンボを成功させると蓄積していき、一定の霊力ゲージを消費して<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「祖霊降ろし」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。
「祖霊降ろし」効果中は自身に霊力が付与され、霊力を消費して「祖霊降ろし」状態専用のウェポンスキルを実行することができます。"
140,"キャンバスシンボル"
141,"パレットゲージ"
142,"アニマルの絵素の具現化状況を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“アニマルキャンバス”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されました！
ピクトマンサーはキャンバスに絵素を描いて、それを具現化することで様々な効果を発動させて戦います。

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ピクトアニマル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>で描いた絵素がアニマルキャンバス上に表示され、
これを<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「イマジンアニマル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>で具現化することで絵素に応じた効果が発動し、同時に自身に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“アニマルシンボル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与されます。
アニマルシンボルである<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ピクトポンポン”“ピクトウィング”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が揃うと、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“モーグリシンボル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与され、強力なアクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「モーグリストリーム」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できるようになります。"
143,"ウェポンの絵素の具現化状況を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ウェポンキャンバス”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されました！
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ピクトウェポン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行するとウェポンキャンバスに絵素が表示され、
「イマジンウェポン」が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「イマジンハンマー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に置き換わります。
これを実行すると、さらに<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハンマースタンプ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が実行できるようになります。"
144,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“パレットゲージ”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状況を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「パレットゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されました！
特定の色魔法を実行するとパレットゲージが蓄積していき、一定のパレットゲージを消費して<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サブトラクティブパレット」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。
「サブトラクティブパレット」効果中は、色魔法の性質が変化し、より強力な色魔法を実行することが可能です。"
145,"スケープの絵素の具現化状況を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“スケープキャンバス”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されました！
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ピクトスケープ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行するとスケープキャンバスに絵素が表示され、
「イマジンスケープ」が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「イマジンスカイ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に置き換わります。
これを実行すると、自身とパーティの与ダメージを上昇させることができます。"
146,"絵素の具現化状況を示す「キャンバスシンボル」が表示されるようになりました！
ピクトマンサーはキャンバスに絵素を描いて、それを具現化することで様々な効果を発動させて戦います。
キャンバスには<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“アニマルキャンバス”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ウェポンキャンバス”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“スケープキャンバス”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の3種類があります。"
147,"アニマルキャンバスでは、アニマルに関する絵素の具現化状況を確認できます。

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ピクトアニマル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>で描いた絵素がアニマルキャンバス上に表示され、
これを<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「イマジンアニマル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>で具現化することで絵素に応じた効果が発動し、同時に自身に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“アニマルシンボル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与されます。
アニマルシンボルである<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ピクトポンポン”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ピクトウィング”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が揃うと、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“モーグリシンボル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与され、強力なアクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「モーグリストリーム」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できるようになります。"
